player,player_id,full_player_name,position
C.Rainey,32013030-2d30-3032-3931-34307becbff5,Chris Rainey,RB
C.Redman,32013030-2d30-3031-3937-3039dda68e05,Chris Redman,QB
C.Reynolds,32013030-2d30-3032-3837-3935f46783e9,Chase Reynolds,RB
C.Ridley,32013030-2d30-3033-3438-333761eb5105,Calvin Ridley,WR
C.Roby,32013030-2d30-3032-3335-3033580da411,Courtney Roby,WR
C.Rogers,32013030-2d30-3033-3233-35355e7ab91e,Chester Rogers,WR
C.Rush,32013030-2d30-3033-3336-36323ed2c1da,Cooper Rush,QB
C.Samuel,32013030-2d30-3033-3332-3832d7ac289b,Curtis Samuel,WR
C.Santos,32013030-2d30-3033-3132-30338476c2fe,Cairo Santos,K
C.Schilens,32013030-2d30-3032-3633-36368b742cbe,Chaz Schilens,WR
C.Schmidt,32013030-2d30-3033-3035-3531449c8af2,Colton Schmidt,P
C.Shaw,32013030-2d30-3033-3036-3631c865686c,Connor Shaw,QB
C.Shorts,32013030-2d30-3032-3830-353268d07eb2,Cecil Shorts,WR
C.Sims,32013030-2d30-3033-3133-3930b912766a,Charles Sims,RB
C.Sims,32013030-2d30-3033-3431-3034a561edc4,Cam Sims,WR
C.Spiller,32013030-2d30-3032-3738-3631206be155,CJ Spiller,RB
C.Steltz,32013030-2d30-3032-3632-3630681f8a35,Craig Steltz,DB
C.Stevens,32013030-2d30-3032-3632-3235e7b0a194,Craig Stevens,TE
C.Stuckey,32013030-2d30-3032-3536-3232e385b1d6,Chansi Stuckey,WR
C.Sutton,32013030-2d30-3033-3433-3438456af4e8,Courtland Sutton,WR
C.Taylor,32013030-2d30-3032-3133-313418b6361f,Chester Taylor,RB
C.Thompson,32013030-2d30-3033-3034-3034ec604bfe,Chris Thompson,RB
C.Thompson,32013030-2d30-3033-3338-3535699fa384,Chris Thompson,WR
C.Uzomah,32013030-2d30-3033-3231-333450a5697e,CJ Uzomah,TE
C.Wadman,32013030-2d30-3033-3430-36344e42bc26,Colby Wadman,P
C.Walford,32013030-2d30-3033-3232-3536ad86f805,Clive Walford,TE
C.Washington,32013030-2d30-3032-3633-35335a6e280b,Chauncey Washington,RB
C.Washington,32013030-2d30-3033-3038-3937a664ac30,Corey Washington,WR
C.Wells,32013030-2d30-3032-3730-303749c47818,Beanie Wells,RB
C.Wentz,32013030-2d30-3033-3239-3530c5ee180a,Carson Wentz,QB
C.West,32013030-2d30-3032-3734-3431464e5a0c,Chastin West,WR
C.West,32013030-2d30-3033-3036-36383d2d78b4,Charcandrick West,RB
C.Whitehurst,32013030-2d30-3032-3432-393657c9ed83,Charlie Whitehurst,QB
C.Wick,32013030-2d30-3033-3235-363254416b5a,Cole Wick,TE
C.Wilkins,32013030-2d30-3033-3532-3331425c20e7,Christian Wilkins,DL
C.Williams,32013030-2d30-3032-3334-3430b8dd718e,Cadillac Williams,RB
C.Williams,32013030-2d30-3032-3636-3931b74ad9ea,Chris Williams,WR
C.Williams,32013030-2d30-3033-3339-333391b03e3b,Chad Williams,WR
C.Wilson,32013030-2d30-3033-3434-31387faa5185,Cedrick Wilson,WR
C.Wood,32013030-2d30-3033-3032-343811cdd6e3,Cierre Wood,RB
C.Woodson,32013030-2d30-3031-3832-32378cb4504c,Charles Woodson,DB
C.Worthy,32013030-2d30-3033-3139-33329f9d5db0,Chandler Worthy,WR
D.Adams,32013030-2d30-3033-3133-383188f79eec,Davante Adams,WR
D.Akers,32013030-2d30-3030-3031-3038742ce8f8,David Akers,K
D.Alexander,32013030-2d30-3032-3739-3132ccd1041e,Danario Alexander,WR
D.Allen,32013030-2d30-3032-3936-3839b2db5387,Dwayne Allen,TE
D.Amendola,32013030-2d30-3032-3630-33356909a613,Danny Amendola,WR
D.Anderson,32013030-2d30-3032-3336-343575bf3e08,Derek Anderson,QB
D.Anderson,32013030-2d30-3032-3434-36351368308f,David Anderson,WR
D.Archer,32013030-2d30-3033-3133-393276b927d8,Dri Archer,RB
D.Arnold,32013030-2d30-3033-3430-31312b05efd2,Dan Arnold,TE
D.Aromashodu,32013030-2d30-3032-3434-3437e15c37d0,Devin Aromashodu,WR
D.Ausberry,32013030-2d30-3032-3831-373953321241,David Ausberry,TE
D.Avery,32013030-2d30-3032-3631-373359692e56,Donnie Avery,WR
D.Ayers,32013030-2d30-3033-3233-36355b34b67c,DeMarcus Ayers,WR
D.Baldwin,32013030-2d30-3032-3834-3334702cd8bb,Doug Baldwin,WR
D.Bess,32013030-2d30-3032-3630-3030c0405014,Davone Bess,WR
D.Blough,32013030-2d30-3033-3530-343014e16576,David Blough,QB
D.Booker,32013030-2d30-3033-3239-3732ec926fb5,Devontae Booker,RB
D.Bowe,32013030-2d30-3032-3534-31305ee0c746,Dwayne Bowe,WR
D.Branch,32013030-2d30-3032-3131-3932b4b3b9f1,Deion Branch,WR
D.Braverman,32013030-2d30-3033-3238-30313d36023a,Daniel Braverman,WR
D.Brees,32013030-2d30-3032-3035-33318e1e348d,Drew Brees,QB
D.Briscoe,32013030-2d30-3032-3737-38398e3c8fd3,Dezmon Briscoe,WR
D.Brown,32013030-2d30-3032-3730-3033d36fee7f,Donald Brown,RB
D.Brown,32013030-2d30-3033-3230-3938933f399f,Daniel Brown,TE
D.Bruton,32013030-2d30-3032-3730-3833122973ee,David Bruton,DB
D.Bryant,32013030-2d30-3032-3739-30326e27afaa,Dez Bryant,WR
D.Burnett,32013030-2d30-3033-3436-353328746abb,Deontay Burnett,WR
D.Butler,32013030-2d30-3032-3730-3633b0ae950e,Deon Butler,WR
D.Butler,32013030-2d30-3032-3839-35321eedeb73,Drew Butler,P
D.Byrd,32013030-2d30-3033-3138-3638bc374295,Damiere Byrd,WR
D.Cain,32013030-2d30-3033-3434-30366d004de1,Deon Cain,WR
D.Carr,32013030-2d30-3032-3036-30383f2c3b17,David Carr,QB
D.Carr,32013030-2d30-3033-3132-3830ee8bf3c4,Derek Carr,QB
D.Carrier,32013030-2d30-3032-3931-31398fc22e24,Derek Carrier,TE
D.Carter,32013030-2d30-3032-3830-35371547b492,Delone Carter,RB
D.Carter,32013030-2d30-3033-3137-36332a66fa20,DeAndre Carter,WR
D.Chark Jr.,32013030-2d30-3033-3437-37373924de43,DJ Chark Jr.,WR
D.Clark,32013030-2d30-3032-3231-36355413711e,Dallas Clark,TE
D.Cobb,32013030-2d30-3033-3231-3333c25239e1,David Cobb,RB
D.Coleman,32013030-2d30-3032-3930-36389397758a,Derrick Coleman,FB
D.Colquitt,32013030-2d30-3032-3335-3334dc594716,Dustin Colquitt,P
D.Cook,32013030-2d30-3033-3338-39337f9ee497,Dalvin Cook,RB
D.Cruikshank,32013030-2d30-3033-3433-38397a2b855f,Dane Cruikshank,DB
D.Daniels,32013030-2d30-3033-3332-35381a061594,Darrell Daniels,TE
D.Davis,32013030-2d30-3032-3833-3037b45342fb,Drew Davis,WR
D.Davis,32013030-2d30-3032-3838-363348c474ff,Dominique Davis,QB
D.Dawkins,32013030-2d30-3033-3339-3034a3147fe2,Dion Dawkins,OL
D.Dawkins,32013030-2d30-3033-3436-35346024a24e,Dalyn Dawkins,RB
D.Dickerson,32013030-2d30-3032-3738-3139c8e752f2,Dorin Dickerson,WR
D.Driver,32013030-2d30-3030-3435-3431e902e643,Donald Driver,WR
D.Dye,32013030-2d30-3033-3230-303854a66a3b,Donteea Dye,WR
D.Epps,32013030-2d30-3032-3738-32377624d9a2,Dedrick Epps,TE
D.Fales,32013030-2d30-3033-3130-3736eaf4186c,David Fales,QB
D.Fells,32013030-2d30-3032-3337-35322fa7bf0b,Daniel Fells,TE
D.Fells,32013030-2d30-3032-3937-33382a9a88e7,Darren Fells,TE
D.Fletcher,32013030-2d30-3032-3732-33374e844cca,Dane Fletcher,LB
D.Fluellen,32013030-2d30-3033-3037-31314d7f8a5c,David Fluellen,RB
D.Foreman,32013030-2d30-3033-3339-3235bdc5cf27,D'Onta Foreman,RB
D.Foster,32013030-2d30-3033-3235-37373604d8f6,DJ Foster,RB
D.Freeman,32013030-2d30-3033-3132-3835991f31bb,Devonta Freeman,RB
D.Funchess,32013030-2d30-3033-3230-3535a2b56e84,Devin Funchess,WR
D.Gilreath,32013030-2d30-3032-3836-3436f1b40de8,David Gilreath,WR
D.Goedert,32013030-2d30-3033-3433-35319713cf6f,Dallas Goedert,TE
D.Goldson,32013030-2d30-3032-3535-3133bd6cebc8,Dashon Goldson,DB
D.Graham,32013030-2d30-3032-3131-353440d2ef10,Daniel Graham,TE
D.Green-Beckham,32013030-2d30-3033-3232-3138550e587a,Dorial Green-Beckham,WR
D.Grinnage,32013030-2d30-3033-3236-3334473dd24c,David Grinnage,TE
D.Guice,32013030-2d30-3033-3433-35385852a2de,Derrius Guice,RB
D.Hagan,32013030-2d30-3032-3432-393714e188c7,Derek Hagan,WR
D.Hamilton,32013030-2d30-3033-3433-373082c2cef3,DaeSean Hamilton,WR
D.Harris,32013030-2d30-3032-3831-3134ffabe51a,Dwayne Harris,WR
D.Harris,32013030-2d30-3032-3834-3039b6bc6edc,DuJuan Harris,RB
D.Harris,32013030-2d30-3033-3031-3535bd049f8c,Demetrius Harris,TE
D.Harris,32013030-2d30-3033-3532-3135f132f2f7,Deonte Harris,WR
D.Harris,32013030-2d30-3033-3536-3537ff4277e1,Damien Harris,RB
D.Haskins,32013030-2d30-3033-3532-33323372c856,Dwayne Haskins,QB
D.Henderson,32013030-2d30-3032-3239-32399ca637a6,Devery Henderson,WR
D.Henderson,32013030-2d30-3033-3335-3831fc77e6b7,DeAngelo Henderson,RB
D.Henderson,32013030-2d30-3033-3536-363416e8d9a5,Darrell Henderson,RB
D.Henry,32013030-2d30-3033-3237-3634214e1686,Derrick Henry,RB
D.Herron,32013030-2d30-3032-3935-3838c50ca3d0,Dan Herron,RB
D.Hester,32013030-2d30-3032-3432-3732d4c7b991,Devin Hester,WR
D.Heyward-Bey,32013030-2d30-3032-3639-383382f26efa,Darrius Heyward-Bey,WR
D.Hilliard,32013030-2d30-3033-3432-35336f47acf9,Dontrell Hilliard,RB
D.Hixon,32013030-2d30-3032-3433-3435346c5c5b,Domenik Hixon,WR
D.Hodges,32013030-2d30-3033-3535-3737a9ed4ede,Devlin Hodges,QB
D.Hopkins,32013030-2d30-3033-3035-3634b926c47f,DeAndre Hopkins,WR
D.Inman,32013030-2d30-3032-3834-3131ecbba609,Dontrelle Inman,WR
D.Jackson,32013030-2d30-3032-3631-383993ac1996,DeSean Jackson,WR
D.Jackson,32013030-2d30-3033-3236-33361849cf2a,Don Jackson,RB
D.Jackson,32013030-2d30-3033-3330-3439ccd92aa2,Darius Jackson,RB
D.Jennings,32013030-2d30-3033-3139-3732a95a7b05,Darius Jennings,WR
D.Johnson,32013030-2d30-3032-3639-35377776054a,David Johnson,TE
D.Johnson,32013030-2d30-3033-3231-3837af32a123,David Johnson,RB
D.Johnson,32013030-2d30-3032-3934-33356e786479,Damaris Johnson,WR
D.Johnson,32013030-2d30-3032-3937-3738a7afab66,Darius Johnson,WR
D.Johnson,32013030-2d30-3033-3032-333642fc65be,Dennis Johnson,RB
D.Johnson,32013030-2d30-3033-3232-3537f7a6ee8b,Duke Johnson,RB
D.Johnson,32013030-2d30-3033-3532-313684e90af8,Diontae Johnson,WR
D.Johnson,32013030-2d30-3033-3536-323815aa4463,D'Ernest Johnson,RB
D.Jones,32013030-2d30-3032-3236-3834f2047ed5,Donnie Jones,P
D.Jones,32013030-2d30-3032-3735-313841a3803b,Donald Jones,WR
D.Jones,32013030-2d30-3032-3839-393441f9df2c,Dominique Jones,TE
D.Jones,32013030-2d30-3033-3537-31306de02154,Daniel Jones,QB
D.Karim,32013030-2d30-3032-3737-37393170c991,Deji Karim,RB
D.Kaser,32013030-2d30-3033-3238-3936357d3080,Drew Kaser,P
D.Keller,32013030-2d30-3032-3631-3730ca26b73d,Dustin Keller,TE
D.Kelly,32013030-2d30-3032-3934-31398e3f29dc,Dennis Kelly,OL
D.Kidsy,32013030-2d30-3033-3437-3130b4c620e2,Darvin Kidsy,WR
D.Kizer,32013030-2d30-3033-3338-3939df045cc1,DeShone Kizer,QB
D.Knox,32013030-2d30-3033-3536-38396c4ece4d,Dawson Knox,TE
D.Lacey,32013030-2d30-3033-3031-3937c79659a6,Deon Lacey,LB
D.Lasco,32013030-2d30-3033-3238-30345d0f95e7,Daniel Lasco,RB
D.Lee,32013030-2d30-3032-3139-3239b227c108,Donald Lee,TE
D.Lewis,32013030-2d30-3032-3830-38378fb2c29a,Dion Lewis,RB
D.Lewis,32013030-2d30-3033-3230-37308f519758,Dezmin Lewis,WR
D.Lock,32013030-2d30-3033-3537-3034604f1124,Drew Lock,QB
D.Long,32013030-2d30-3033-3536-363583533222,David Long,DB
D.Martin,32013030-2d30-3032-3936-3133eeed3ef3,Doug Martin,RB
D.Mason,32013030-2d30-3031-3035-3030b8fff8aa,Derrick Mason,WR
D.Mays,32013030-2d30-3033-3333-30341119341e,Devante Mays,RB
D.McCluster,32013030-2d30-3032-3736-35318c25fb71,Dexter McCluster,RB
D.McCray,32013030-2d30-3032-3734-32324124d7b7,Danny McCray,DB
D.McDonald,32013030-2d30-3033-3036-35309b1996ef,Dewey McDonald,DB
D.McFadden,32013030-2d30-3032-3631-3434b1da4c3a,Darren McFadden,RB
D.McNabb,32013030-2d30-3031-3130-3232b50875be,Donovan McNabb,QB
D.Moncrief,32013030-2d30-3033-3133-3339bb068e34,Donte Moncrief,WR
D.Montgomery,32013030-2d30-3033-3536-3835faa58a2c,David Montgomery,RB
D.Moore,32013030-2d30-3032-3830-3836831cf024,Denarius Moore,WR
D.Moore,32013030-2d30-3033-3335-3839c5d25ee7,David Moore,WR
D.Moore,32013030-2d30-3033-3438-3237a7c47510,DJ Moore,WR
D.Morgan,32013030-2d30-3033-3234-3330553404f6,David Morgan,TE
D.Moye,32013030-2d30-3032-3931-303884ecbef9,Derek Moye,WR
D.Murray,32013030-2d30-3032-3830-303994faf972,DeMarco Murray,RB
D.Nelson,32013030-2d30-3032-3733-3232ad9fbb42,David Nelson,WR
D.Newsome,32013030-2d30-3033-3435-36352216d7d3,Detrez Newsome,RB
D.Njoku,32013030-2d30-3033-3338-383510d0af60,David Njoku,TE
D.Noble,32013030-2d30-3032-3931-38338bbbb519,Danny Noble,TE
D.Ogunbowale,32013030-2d30-3033-3338-3534c2990bb0,Dare Ogunbowale,RB
D.Orlovsky,32013030-2d30-3032-3335-3738d469dbc2,Dan Orlovsky,QB
D.Ozigbo,32013030-2d30-3033-3531-3834e6bbb72d,Devine Ozigbo,RB
D.Parker,32013030-2d30-3033-3135-3437b94ee00a,DeVante Parker,WR
D.Paulson,32013030-2d30-3032-3932-31386eb253bc,David Paulson,TE
D.Penn,32013030-2d30-3032-3338-3934dd83e74d,Donald Penn,OL
D.Pettis,32013030-2d30-3033-3438-3630e78b4dd2,Dante Pettis,WR
D.Pitta,32013030-2d30-3032-3737-3134a9a82078,Dennis Pitta,TE
D.Poe,32013030-2d30-3032-3936-38388636b4cc,Dontari Poe,DL
D.Posey,32013030-2d30-3032-3936-37334e3256bc,DeVier Posey,WR
D.Powe,32013030-2d30-3033-3236-35369fa4ed7d,Darius Powe,WR
D.Prescott,32013030-2d30-3033-3330-37372d13d088,Dak Prescott,QB
D.Presley,32013030-2d30-3032-3934-3633a49f1af3,De'Andre Presley,WR
D.Quessenberry,32013030-2d30-3033-3030-3937801d76d9,David Quessenberry,OL
D.Ratley,32013030-2d30-3033-3432-3733f2d9d810,Damion Ratley,WR
D.Reaves,32013030-2d30-3033-3131-32331d4a3cb4,Darrin Reaves,RB
D.Reed,32013030-2d30-3032-3737-3535d1520901,David Reed,WR
D.Reynaud,32013030-2d30-3032-3539-3531fea9f83d,Darius Reynaud,WR
D.Richardson,32013030-2d30-3032-3936-31325b5a43a0,Daryl Richardson,RB
D.Robinson,32013030-2d30-3033-3035-34375b8a8255,Denard Robinson,RB
D.Robinson,32013030-2d30-3033-3237-373580910f3e,Demarcus Robinson,WR
D.Rogers,32013030-2d30-3033-3030-3433bc678b59,Da'Rick Rogers,WR
D.Rosario,32013030-2d30-3032-3535-343216efcab2,Dante Rosario,TE
D.Sample,32013030-2d30-3033-3536-3331b782b31b,Drew Sample,TE
D.Sampson,32013030-2d30-3032-3831-3837a92490e2,DeMarco Sampson,WR
D.Samuel,32013030-2d30-3033-3537-313925bb7f56,Deebo Samuel,WR
D.Sanzenbacher,32013030-2d30-3032-3833-353210b84f70,Dane Sanzenbacher,WR
D.Schultz,32013030-2d30-3033-3433-3833b16c084a,Dalton Schultz,TE
D.Scott,32013030-2d30-3032-3831-3539a06c11fb,Da'Rel Scott,RB
D.Scott,32013030-2d30-3033-3432-3536c2b7aaa5,DaMari Scott,WR
D.Sepulveda,32013030-2d30-3032-3534-393976400607,Daniel Sepulveda,P
D.Shepherd,32013030-2d30-3033-3531-3831bb880baf,Darrius Shepherd,WR
D.Sims,32013030-2d30-3033-3034-3232b8cf760e,Dion Sims,TE
D.Singletary,32013030-2d30-3033-3532-353053151281,Devin Singletary,RB
D.Slayton,32013030-2d30-3033-3535-33356c42f49d,Darius Slayton,WR
D.Smelter,32013030-2d30-3033-3230-363411f101d5,DeAndre Smelter,WR
D.Smith,32013030-2d30-3033-3139-33343f3ebb75,Devin Smith,WR
D.Smith,32013030-2d30-3033-3334-3133cc853d81,DeVeon Smith,RB
D.Smythe,32013030-2d30-3033-3437-3938a35b2cc9,Durham Smythe,TE
D.Spencer,32013030-2d30-3033-3133-31391b4b09ee,Diontae Spencer,WR
D.Sproles,32013030-2d30-3032-3335-3634a4a97bd6,Darren Sproles,RB
D.Stallworth,32013030-2d30-3032-3131-3437688e4839,Donte' Stallworth,WR
D.Stanton,32013030-2d30-3032-3534-3330104af661,Drew Stanton,QB
D.Street,32013030-2d30-3033-3133-3130afe478a8,Devin Street,WR
D.Thomas,32013030-2d30-3032-3433-30312a28d6dc,David Thomas,TE
D.Thomas,32013030-2d30-3032-3631-37346350e0af,Devin Thomas,WR
D.Thomas,32013030-2d30-3032-3738-3734e1cdacfa,Demaryius Thomas,WR
D.Thomas,32013030-2d30-3032-3830-30308a7b2fac,Daniel Thomas,RB
D.Thomas,32013030-2d30-3033-3130-3630d691497a,De'Anthony Thomas,RB
D.Thompson,32013030-2d30-3032-3933-3838bf78b68b,Deonte Thompson,WR
D.Thompson,32013030-2d30-3033-3531-3438206ac83b,Darwin Thompson,RB
D.Tialavea,32013030-2d30-3033-3038-32388372671b,DJ Tialavea,TE
D.Turner,32013030-2d30-3033-3432-30311f890d4c,De'Lance Turner,RB
D.Vitale,32013030-2d30-3033-3237-3934a8a0ea1c,Danny Vitale,FB
D.Walker,32013030-2d30-3032-3433-38399dd62eb4,Delanie Walker,TE
D.Waller,32013030-2d30-3033-3136-3130db0aa3c4,Darren Waller,TE
D.Ward,32013030-2d30-3032-3237-3730ab3e1585,Derrick Ward,RB
D.Ware,32013030-2d30-3032-3435-35399e33cf37,DJ Ware,RB
D.Washington,32013030-2d30-3033-3234-3530b050d491,Dwayne Washington,RB
D.Washington,32013030-2d30-3033-3239-343011c356cf,DeAndre Washington,RB
D.Watson,32013030-2d30-3033-3335-33372bbab8b8,Deshaun Watson,QB
D.Watt,32013030-2d30-3033-3238-39376d390b95,Derek Watt,FB
D.Westbrook,32013030-2d30-3033-3338-3339d6d55d49,Dede Westbrook,WR
D.White,32013030-2d30-3033-3135-31316262c923,DeAndrew White,WR
D.Williams,32013030-2d30-3032-3432-343298c71478,DeAngelo Williams,RB
D.Williams,32013030-2d30-3032-3738-39331d179d69,Damian Williams,WR
D.Williams,32013030-2d30-3032-3830-373960a4b447,DJ Williams,TE
D.Williams,32013030-2d30-3033-3038-3734bb46867c,Damien Williams,RB
D.Williams,32013030-2d30-3033-3239-3435dcef12e3,Duke Williams,WR
D.Williams,32013030-2d30-3033-3433-303141fa46d2,Darrel Williams,RB
D.Williams,32013030-2d30-3033-3434-3237ec3b1bc6,Dave Williams,RB
D.Williams,32013030-2d30-3033-3439-3935c20d604a,Dexter Williams,RB
D.Willies,32013030-2d30-3033-3432-3538d246015e,Derrick Willies,WR
D.Willis,32013030-2d30-3033-3534-30319df35185,Damion Willis,WR
D.Wilson,32013030-2d30-3032-3932-3531317c9bb9,David Wilson,RB
D.Woodhead,32013030-2d30-3032-3630-3139a0566537,Danny Woodhead,RB
D.Wylie,32013030-2d30-3032-3932-373452c56364,Devon Wylie,WR
D.Yelder,32013030-2d30-3033-3433-3139318e4961,Deon Yelder,TE
D.Young,32013030-2d30-3032-3638-35323e43b6cd,Darrel Young,FB
DK.Metcalf,32013030-2d30-3033-3536-343097915ff1,DK Metcalf,WR
E.Amano,32013030-2d30-3032-3237-37319d4e7db4,Eugene Amano,OL
E.Arceneaux,32013030-2d30-3032-3739-32305b313d1a,Emmanuel Arceneaux,WR
E.Baker,32013030-2d30-3032-3933-313735e8f183,Edwin Baker,RB
E.Bennett,32013030-2d30-3032-3632-3130394e070a,Earl Bennett,WR
E.Bibbs,32013030-2d30-3033-3139-3638acb07e43,EJ Bibbs,TE
E.Britton,32013030-2d30-3032-3730-31358ff62e9a,Eben Britton,OL
E.Byrd,32013030-2d30-3033-3335-3134702dea8a,Emanuel Byrd,TE
E.Decker,32013030-2d30-3032-3736-3930698fa0f5,Eric Decker,WR
E.Dickson,32013030-2d30-3032-3736-37356052cacb,Ed Dickson,TE
E.Doucet,32013030-2d30-3032-3632-323146fc0f4f,Early Doucet,WR
E.Eagan,32013030-2d30-3033-3237-30358d66d778,Ed Eagan,WR
E.Ebron,32013030-2d30-3033-3133-38373c37c840,Eric Ebron,TE
E.Elliott,32013030-2d30-3033-3330-343523cdc4a0,Ezekiel Elliott,RB
E.Engram,32013030-2d30-3033-3338-38312992e3e5,Evan Engram,TE
E.Flowers,32013030-2d30-3033-3232-3539a33cd163,Ereck Flowers,OL
E.Gates,32013030-2d30-3032-3830-34396f53ecb7,Clyde Gates,WR
E.Graham,32013030-2d30-3032-3137-3535b30e4514,Earnest Graham,RB
E.Harris,32013030-2d30-3033-3233-3230a8c99039,Erik Harris,DB
E.Lacy,32013030-2d30-3033-3034-38358b182d04,Eddie Lacy,RB
E.Lorig,32013030-2d30-3032-3738-34343ad9cc40,Erik Lorig,FB
E.Manning,32013030-2d30-3032-3238-3033cc58aa39,Eli Manning,QB
E.Manuel,32013030-2d30-3033-3035-3236366507d8,EJ Manuel,QB
E.McGuire,32013030-2d30-3033-3332-39353cda0684,Elijah McGuire,RB
E.Moore,32013030-2d30-3032-3631-32339a0efd25,Evan Moore,TE
E.Page,32013030-2d30-3032-3930-39387e093e61,Eric Page,WR
E.Penny,32013030-2d30-3033-3238-3133b239c3bb,Elijhaa Penny,RB
E.Roberts,32013030-2d30-3033-3234-3432256cfbe1,Elandon Roberts,LB
E.Rodriguez,32013030-2d30-3032-3932-3736eefe3cf6,Evan Rodriguez,TE
E.Rogers,32013030-2d30-3033-3137-3832e813cc90,Eli Rogers,WR
E.Royal,32013030-2d30-3032-3631-3832e6c0dd5e,Eddie Royal,WR
E.Royster,32013030-2d30-3032-3831-31357fcff051,Evan Royster,RB
E.Sanders,32013030-2d30-3032-3736-383548509814,Emmanuel Sanders,WR
E.Saubert,32013030-2d30-3033-3335-373680f0140e,Eric Saubert,TE
E.St,32013030-2d30-3033-3432-37393a26c8f2,Equanimeous St. Brown,WR
E.Swoope,32013030-2d30-3033-3038-353484bd64c2,Erik Swoope,TE
E.Tomlinson,32013030-2d30-3033-3136-3930b1e7e4b6,Eric Tomlinson,TE
E.Weddle,32013030-2d30-3032-3534-32342b68d751,Eric Weddle,DB
E.Weems,32013030-2d30-3032-3435-33354e73afea,Eric Weems,WR
E.Williams,32013030-2d30-3032-3639-3437db51eeee,Eddie Williams,RB
F.Brown,32013030-2d30-3033-3339-3934a70b497c,Fred Brown,WR
F.Davis,32013030-2d30-3032-3631-383891376c4e,Fred Davis,TE
F.Gore,32013030-2d30-3032-3335-3030dd77cad3,Frank Gore,RB
F.Hammond,32013030-2d30-3033-3031-353495b959a9,Frankie Hammond,WR
F.Jackson,32013030-2d30-3032-3432-303437764cc7,Fred Jackson,RB
F.Jones,32013030-2d30-3032-3631-36322a6ea14a,Felix Jones,RB
F.Martino,32013030-2d30-3033-3037-3337206c1dce,Freddie Martino,WR
F.Moreau,32013030-2d30-3033-3439-3831dcaf153f,Foster Moreau,TE
F.Onobun,32013030-2d30-3032-3737-3639cf9e4216,Fendi Onobun,TE
F.Summers,32013030-2d30-3032-3639-323616ffdb0f,Frank Summers,FB
F.Toussaint,32013030-2d30-3033-3133-333234d4452f,Fitzgerald Toussaint,RB
F.Whittaker,32013030-2d30-3032-3937-33316a99de6f,Fozzy Whittaker,RB
G.Allison,32013030-2d30-3033-3236-3236528d2f19,Geronimo Allison,WR
G.Atkinson III,32013030-2d30-3033-3131-353813389165,George Atkinson III,RB
G.Barnidge,32013030-2d30-3032-3632-38319188edc2,Gary Barnidge,TE
G.Bernard,32013030-2d30-3033-3034-3536a3d242c7,Giovani Bernard,RB
G.Bradbury,32013030-2d30-3033-3535-383874d7a968,Garrett Bradbury,OL
G.Camarillo,32013030-2d30-3032-3334-3038f6b2e877,Greg Camarillo,WR
G.Celek,32013030-2d30-3032-3839-3033720f79b2,Garrett Celek,TE
G.Christian,32013030-2d30-3033-3231-3930c2d33488,Gerald Christian,TE
G.Davis,32013030-2d30-3033-3139-3533c22b672f,Geremy Davis,WR
G.Dieter,32013030-2d30-3033-3334-37349f73266f,Gehrig Dieter,WR
G.Edwards,32013030-2d30-3033-3431-3834413ea34f,Gus Edwards,RB
G.Escobar,32013030-2d30-3033-3035-3434fd9b9424,Gavin Escobar,TE
G.Everett,32013030-2d30-3033-3338-3935ba18c4d2,Gerald Everett,TE
G.Fant,32013030-2d30-3033-3234-3636c7d3ccc6,George Fant,OL
G.Farmer,32013030-2d30-3033-3137-3436885bdeac,George Farmer,RB
G.Gilbert,32013030-2d30-3033-3133-3935f835967d,Garrett Gilbert,QB
G.Graham,32013030-2d30-3032-3737-313872446461,Garrett Graham,TE
G.Griffin,32013030-2d30-3033-3330-39353119f5c8,Garrett Griffin,TE
G.Harrell,32013030-2d30-3032-3736-3032ce89a7b8,Graham Harrell,QB
G.Holmes,32013030-2d30-3033-3138-38347be75980,Gabe Holmes,TE
G.Hoskins,32013030-2d30-3033-3038-3635f0873629,Gator Hoskins,TE
G.Howell,32013030-2d30-3033-3434-3439a838ebae,Buddy Howell,RB
G.Jackson,32013030-2d30-3033-3133-3637bb0cf47c,Gabe Jackson,OL
G.Jenkins,32013030-2d30-3033-3033-3730326fb85a,Greg Jenkins,WR
G.Jennings,32013030-2d30-3032-3432-3637ce9f2fe1,Greg Jennings,WR
G.Jones,32013030-2d30-3032-3238-39371c364df6,Greg Jones,FB
G.Kittle,32013030-2d30-3033-3332-383818d98dc1,George Kittle,TE
G.Little,32013030-2d30-3032-3739-3937753b3ff2,Greg Little,WR
G.McElroy,32013030-2d30-3032-3831-343639e7f44e,Greg McElroy,QB
G.Minshew II,32013030-2d30-3033-3532-3839c25a936a,Gardner Minshew II,QB
G.Olsen,32013030-2d30-3032-3534-3138dcd6869e,Greg Olsen,TE
G.Olszewski,32013030-2d30-3033-3536-3435502adf68,Gunner Olszewski,WR
G.Robinson,32013030-2d30-3032-3838-39324c5d41e7,Gerell Robinson,TE
G.Salas,32013030-2d30-3032-3830-35304284b536,Greg Salas,WR
G.Smith,32013030-2d30-3033-3035-3635405348e4,Geno Smith,QB
G.Swaim,32013030-2d30-3033-3231-343113b57f78,Geoff Swaim,TE
G.Tate,32013030-2d30-3032-3738-39319adae9d4,Golden Tate,WR
G.Ward,32013030-2d30-3033-3337-3333ab411741,Greg Ward,WR
